variant,label,family,role,split,task_id,seed,shifted,score
adaptation_light,qwen3.5:9b,qwen,primary_model,heldout,task7_quarterly_headcount_plan,104,True,0.53838
no_coherence,qwen3.5:9b,qwen,primary_model,heldout,task7_quarterly_headcount_plan,104,True,0.36851500000000004
original,qwen3.5:9b,qwen,primary_model,heldout,task3_startup_week,105,True,0.5365
utility_only,qwen3.5:9b,qwen,primary_model,heldout,task3_startup_week,105,True,0.3293
balanced,qwen3.5:9b,qwen,primary_model,heldout,task3_startup_week,105,True,0.576755
adaptation_heavy,qwen3.5:9b,qwen,primary_model,heldout,task3_startup_week,105,True,0.58656
adaptation_light,qwen3.5:9b,qwen,primary_model,heldout,task3_startup_week,105,True,0.510075
no_coherence,qwen3.5:9b,qwen,primary_model,heldout,task3_startup_week,105,True,0.49992499999999995
original,qwen3.5:9b,qwen,primary_model,heldout,task6_incident_response_week,105,True,0.3834
utility_only,qwen3.5:9b,qwen,primary_model,heldout,task6_incident_response_week,105,True,0.308
balanced,qwen3.5:9b,qwen,primary_model,heldout,task6_incident_response_week,105,True,0.41918
adaptation_heavy,qwen3.5:9b,qwen,primary_model,heldout,task6_incident_response_week,105,True,0.35378
adaptation_light,qwen3.5:9b,qwen,primary_model,heldout,task6_incident_response_week,105,True,0.48078
no_coherence,qwen3.5:9b,qwen,primary_model,heldout,task6_incident_response_week,105,True,0.3194
original,qwen3.5:9b,qwen,primary_model,heldout,task7_quarterly_headcount_plan,105,True,0.5648
utility_only,qwen3.5:9b,qwen,primary_model,heldout,task7_quarterly_headcount_plan,105,True,0.382
balanced,qwen3.5:9b,qwen,primary_model,heldout,task7_quarterly_headcount_plan,105,True,0.70471
adaptation_heavy,qwen3.5:9b,qwen,primary_model,heldout,task7_quarterly_headcount_plan,105,True,0.71958
adaptation_light,qwen3.5:9b,qwen,primary_model,heldout,task7_quarterly_headcount_plan,105,True,0.61317
no_coherence,qwen3.5:9b,qwen,primary_model,heldout,task7_quarterly_headcount_plan,105,True,0.6120099999999999
original,qwen3.5:9b,qwen,primary_model,heldout,task3_startup_week,106,True,0.3652
utility_only,qwen3.5:9b,qwen,primary_model,heldout,task3_startup_week,106,True,0.4147
balanced,qwen3.5:9b,qwen,primary_model,heldout,task3_startup_week,106,True,0.33373
adaptation_heavy,qwen3.5:9b,qwen,primary_model,heldout,task3_startup_week,106,True,0.302995
adaptation_light,qwen3.5:9b,qwen,primary_model,heldout,task3_startup_week,106,True,0.41667
no_coherence,qwen3.5:9b,qwen,primary_model,heldout,task3_startup_week,106,True,0.258085
original,qwen3.5:9b,qwen,primary_model,heldout,task6_incident_response_week,106,True,0.3013
utility_only,qwen3.5:9b,qwen,primary_model,heldout,task6_incident_response_week,106,True,0.3768
balanced,qwen3.5:9b,qwen,primary_model,heldout,task6_incident_response_week,106,True,0.30648000000000003
adaptation_heavy,qwen3.5:9b,qwen,primary_model,heldout,task6_incident_response_week,106,True,0.273355
adaptation_light,qwen3.5:9b,qwen,primary_model,heldout,task6_incident_response_week,106,True,0.38184
no_coherence,qwen3.5:9b,qwen,primary_model,heldout,task6_incident_response_week,106,True,0.250095
original,qwen3.5:9b,qwen,primary_model,heldout,task7_quarterly_headcount_plan,106,True,0.4314
utility_only,qwen3.5:9b,qwen,primary_model,heldout,task7_quarterly_headcount_plan,106,True,0.5173
balanced,qwen3.5:9b,qwen,primary_model,heldout,task7_quarterly_headcount_plan,106,True,0.50692
adaptation_heavy,qwen3.5:9b,qwen,primary_model,heldout,task7_quarterly_headcount_plan,106,True,0.43105499999999997
adaptation_light,qwen3.5:9b,qwen,primary_model,heldout,task7_quarterly_headcount_plan,106,True,0.6103799999999999
no_coherence,qwen3.5:9b,qwen,primary_model,heldout,task7_quarterly_headcount_plan,106,True,0.434515
original,qwen3.5:9b,qwen,primary_model,heldout,task3_startup_week,107,True,0.4827
utility_only,qwen3.5:9b,qwen,primary_model,heldout,task3_startup_week,107,True,0.3763
balanced,qwen3.5:9b,qwen,primary_model,heldout,task3_startup_week,107,True,0.499255
adaptation_heavy,qwen3.5:9b,qwen,primary_model,heldout,task3_startup_week,107,True,0.51391
adaptation_light,qwen3.5:9b,qwen,primary_model,heldout,task3_startup_week,107,True,0.457575
no_coherence,qwen3.5:9b,qwen,primary_model,heldout,task3_startup_week,107,True,0.45737500000000003
original,qwen3.5:9b,qwen,primary_model,heldout,task6_incident_response_week,107,True,0.2854
utility_only,qwen3.5:9b,qwen,primary_model,heldout,task6_incident_response_week,107,True,0.322
balanced,qwen3.5:9b,qwen,primary_model,heldout,task6_incident_response_week,107,True,0.29635
adaptation_heavy,qwen3.5:9b,qwen,primary_model,heldout,task6_incident_response_week,107,True,0.273105
adaptation_light,qwen3.5:9b,qwen,primary_model,heldout,task6_incident_response_week,107,True,0.36075
no_coherence,qwen3.5:9b,qwen,primary_model,heldout,task6_incident_response_week,107,True,0.19853500000000002
original,qwen3.5:9b,qwen,primary_model,heldout,task7_quarterly_headcount_plan,107,True,0.5675
utility_only,qwen3.5:9b,qwen,primary_model,heldout,task7_quarterly_headcount_plan,107,True,0.4169
balanced,qwen3.5:9b,qwen,primary_model,heldout,task7_quarterly_headcount_plan,107,True,0.69623
adaptation_heavy,qwen3.5:9b,qwen,primary_model,heldout,task7_quarterly_headcount_plan,107,True,0.701875
adaptation_light,qwen3.5:9b,qwen,primary_model,heldout,task7_quarterly_headcount_plan,107,True,0.62663
no_coherence,qwen3.5:9b,qwen,primary_model,heldout,task7_quarterly_headcount_plan,107,True,0.608765
original,qwen3.5:9b,qwen,primary_model,heldout,task3_startup_week,108,True,0.3043
utility_only,qwen3.5:9b,qwen,primary_model,heldout,task3_startup_week,108,True,0.3138
balanced,qwen3.5:9b,qwen,primary_model,heldout,task3_startup_week,108,True,0.277875
adaptation_heavy,qwen3.5:9b,qwen,primary_model,heldout,task3_startup_week,108,True,0.257185
adaptation_light,qwen3.5:9b,qwen,primary_model,heldout,task3_startup_week,108,True,0.34063499999999997
no_coherence,qwen3.5:9b,qwen,primary_model,heldout,task3_startup_week,108,True,0.18759000000000003
original,qwen3.5:9b,qwen,primary_model,heldout,task6_incident_response_week,108,True,0.267
utility_only,qwen3.5:9b,qwen,primary_model,heldout,task6_incident_response_week,108,True,0.2888
balanced,qwen3.5:9b,qwen,primary_model,heldout,task6_incident_response_week,108,True,0.27932
adaptation_heavy,qwen3.5:9b,qwen,primary_model,heldout,task6_incident_response_week,108,True,0.257735
adaptation_light,qwen3.5:9b,qwen,primary_model,heldout,task6_incident_response_week,108,True,0.33708
no_coherence,qwen3.5:9b,qwen,primary_model,heldout,task6_incident_response_week,108,True,0.18027500000000002
original,qwen3.5:9b,qwen,primary_model,heldout,task7_quarterly_headcount_plan,108,True,0.5344
utility_only,qwen3.5:9b,qwen,primary_model,heldout,task7_quarterly_headcount_plan,108,True,0.363
balanced,qwen3.5:9b,qwen,primary_model,heldout,task7_quarterly_headcount_plan,108,True,0.6760499999999999
adaptation_heavy,qwen3.5:9b,qwen,primary_model,heldout,task7_quarterly_headcount_plan,108,True,0.68485
adaptation_light,qwen3.5:9b,qwen,primary_model,heldout,task7_quarterly_headcount_plan,108,True,0.59475
no_coherence,qwen3.5:9b,qwen,primary_model,heldout,task7_quarterly_headcount_plan,108,True,0.5805
original,qwen3.5:9b,qwen,primary_model,heldout,task3_startup_week,109,True,0.4693
utility_only,qwen3.5:9b,qwen,primary_model,heldout,task3_startup_week,109,True,0.3858
balanced,qwen3.5:9b,qwen,primary_model,heldout,task3_startup_week,109,True,0.49008
adaptation_heavy,qwen3.5:9b,qwen,primary_model,heldout,task3_startup_week,109,True,0.49195
adaptation_light,qwen3.5:9b,qwen,primary_model,heldout,task3_startup_week,109,True,0.45992
no_coherence,qwen3.5:9b,qwen,primary_model,heldout,task3_startup_week,109,True,0.47067000000000003
original,qwen3.5:9b,qwen,primary_model,heldout,task6_incident_response_week,109,True,0.3286
utility_only,qwen3.5:9b,qwen,primary_model,heldout,task6_incident_response_week,109,True,0.3466
balanced,qwen3.5:9b,qwen,primary_model,heldout,task6_incident_response_week,109,True,0.34516
adaptation_heavy,qwen3.5:9b,qwen,primary_model,heldout,task6_incident_response_week,109,True,0.29926
adaptation_light,qwen3.5:9b,qwen,primary_model,heldout,task6_incident_response_week,109,True,0.41448
no_coherence,qwen3.5:9b,qwen,primary_model,heldout,task6_incident_response_week,109,True,0.27634000000000003
original,qwen3.5:9b,qwen,primary_model,heldout,task7_quarterly_headcount_plan,109,True,0.3611
utility_only,qwen3.5:9b,qwen,primary_model,heldout,task7_quarterly_headcount_plan,109,True,0.4068
balanced,qwen3.5:9b,qwen,primary_model,heldout,task7_quarterly_headcount_plan,109,True,0.46272
adaptation_heavy,qwen3.5:9b,qwen,primary_model,heldout,task7_quarterly_headcount_plan,109,True,0.39237999999999995
adaptation_light,qwen3.5:9b,qwen,primary_model,heldout,task7_quarterly_headcount_plan,109,True,0.54408
no_coherence,qwen3.5:9b,qwen,primary_model,heldout,task7_quarterly_headcount_plan,109,True,0.37374
original,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,110,True,0.3615
utility_only,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,110,True,0.4098
balanced,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,110,True,0.35049
adaptation_heavy,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,110,True,0.3
adaptation_light,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,110,True,0.43245
no_coherence,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,110,True,0.31539
original,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,110,True,0.3517
utility_only,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,110,True,0.3744
balanced,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,110,True,0.368925
adaptation_heavy,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,110,True,0.321635
adaptation_light,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,110,True,0.443805
no_coherence,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,110,True,0.29163
original,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,110,True,0.4366
utility_only,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,110,True,0.5255
balanced,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,110,True,0.5102
adaptation_heavy,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,110,True,0.433925
adaptation_light,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,110,True,0.6153
no_coherence,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,110,True,0.439025
original,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,111,False,0.4399
utility_only,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,111,False,0.3695
balanced,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,111,False,0.48285714285714293
adaptation_heavy,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,111,False,0.45754166666666674
adaptation_light,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,111,False,0.4576666666666667
no_coherence,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,111,False,0.4831785714285714
original,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,111,False,0.4919
utility_only,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,111,False,0.3411
balanced,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,111,False,0.5284714285714286
adaptation_heavy,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,111,False,0.5047916666666667
adaptation_light,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,111,False,0.48683333333333334
no_coherence,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,111,False,0.48229285714285713
original,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,111,False,0.4305
utility_only,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,111,False,0.4283
balanced,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,111,False,0.4590285714285715
adaptation_heavy,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,111,False,0.4165083333333333
adaptation_light,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,111,False,0.45220000000000005
no_coherence,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,111,False,0.5508071428571428
original,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,112,True,0.392
utility_only,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,112,True,0.4264
balanced,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,112,True,0.37433500000000003
adaptation_heavy,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,112,True,0.328015
adaptation_light,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,112,True,0.459615
no_coherence,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,112,True,0.30952
original,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,112,True,0.3221
utility_only,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,112,True,0.3656
balanced,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,112,True,0.33401000000000003
adaptation_heavy,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,112,True,0.2943
adaptation_light,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,112,True,0.40713
no_coherence,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,112,True,0.26537
original,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,112,True,0.4449
utility_only,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,112,True,0.5646
balanced,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,112,True,0.48190500000000003
adaptation_heavy,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,112,True,0.403675
adaptation_light,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,112,True,0.5948249999999999
no_coherence,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,112,True,0.46053
original,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,113,True,0.5077
utility_only,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,113,True,0.38
balanced,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,113,True,0.550295
adaptation_heavy,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,113,True,0.542515
adaptation_light,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,113,True,0.5038549999999999
no_coherence,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,113,True,0.54266
original,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,113,True,0.5392
utility_only,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,113,True,0.3357
balanced,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,113,True,0.566535
adaptation_heavy,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,113,True,0.58721
adaptation_light,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,113,True,0.501615
no_coherence,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,113,True,0.468435
original,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,113,True,0.575
utility_only,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,113,True,0.4311
balanced,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,113,True,0.7001999999999999
adaptation_heavy,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,113,True,0.704565
adaptation_light,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,113,True,0.63458
no_coherence,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,113,True,0.614865
original,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,114,False,0.5219
utility_only,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,114,False,0.3876
balanced,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,114,False,0.5715857142857143
adaptation_heavy,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,114,False,0.5553833333333335
adaptation_light,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,114,False,0.5307000000000001
no_coherence,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,114,False,0.5081142857142856
original,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,114,False,0.5377
utility_only,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,114,False,0.3533
balanced,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,114,False,0.5824571428571429
adaptation_heavy,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,114,False,0.5667583333333334
adaptation_light,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,114,False,0.5315333333333334
no_coherence,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,114,False,0.49187857142857144
original,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,114,False,0.4318
utility_only,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,114,False,0.4298
balanced,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,114,False,0.4598857142857143
adaptation_heavy,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,114,False,0.41738333333333344
adaptation_light,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,114,False,0.45320000000000005
no_coherence,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,114,False,0.5519857142857143
original,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,115,False,0.4761
utility_only,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,115,False,0.397
balanced,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,115,False,0.4962357142857144
adaptation_heavy,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,115,False,0.4958583333333333
adaptation_light,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,115,False,0.4741833333333334
no_coherence,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,115,False,0.4405
original,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,115,False,0.4905
utility_only,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,115,False,0.3593
balanced,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,115,False,0.52235
adaptation_heavy,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,115,False,0.53185
adaptation_light,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,115,False,0.4861166666666667
no_coherence,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,115,False,0.40474999999999994
original,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,115,False,0.5348
utility_only,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,115,False,0.4601
balanced,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,115,False,0.6914857142857144
adaptation_heavy,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,115,False,0.6850583333333333
adaptation_light,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,115,False,0.6400666666666668
no_coherence,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,115,False,0.5757928571428572
original,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,116,True,0.3685
utility_only,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,116,True,0.4203
balanced,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,116,True,0.35391
adaptation_heavy,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,116,True,0.30539499999999997
adaptation_light,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,116,True,0.43797
no_coherence,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,116,True,0.313665
original,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,116,True,0.3353
utility_only,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,116,True,0.3774
balanced,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,116,True,0.348225
adaptation_heavy,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,116,True,0.30792499999999995
adaptation_light,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,116,True,0.423705
no_coherence,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,116,True,0.27186000000000005
original,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,116,True,0.413
utility_only,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,116,True,0.4883
balanced,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,116,True,0.49532
adaptation_heavy,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,116,True,0.420905
adaptation_light,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,116,True,0.5929800000000001
no_coherence,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,116,True,0.4185650000000001
original,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,117,True,0.3026
utility_only,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,117,True,0.3077
balanced,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,117,True,0.29178499999999996
adaptation_heavy,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,117,True,0.25639999999999996
adaptation_light,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,117,True,0.353325
no_coherence,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,117,True,0.229235
original,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,117,True,0.3605
utility_only,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,117,True,0.296
balanced,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,117,True,0.39308
adaptation_heavy,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,117,True,0.32828
adaptation_light,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,117,True,0.45227999999999996
no_coherence,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,117,True,0.31279999999999997
original,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,117,True,0.2586
utility_only,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,117,True,0.335
balanced,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,117,True,0.28400000000000003
adaptation_heavy,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,117,True,0.21725
adaptation_light,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,117,True,0.351
no_coherence,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,117,True,0.33425000000000005
original,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,118,True,0.2832
utility_only,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,118,True,0.3165
balanced,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,118,True,0.29409
adaptation_heavy,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,118,True,0.235765
adaptation_light,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,118,True,0.35739
no_coherence,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,118,True,0.30157500000000004
original,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,118,True,0.3668
utility_only,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,118,True,0.2999
balanced,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,118,True,0.400145
adaptation_heavy,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,118,True,0.33515
adaptation_light,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,118,True,0.460125
no_coherence,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,118,True,0.31494500000000003
original,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,118,True,0.5774
utility_only,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,118,True,0.3774
balanced,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,118,True,0.72075
adaptation_heavy,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,118,True,0.7418100000000001
adaptation_light,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,118,True,0.61637
no_coherence,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,118,True,0.62736
original,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,119,False,0.4514
utility_only,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,119,False,0.3845
balanced,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,119,False,0.4608714285714286
adaptation_heavy,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,119,False,0.4681416666666667
adaptation_light,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,119,False,0.4439
no_coherence,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,119,False,0.39853571428571427
original,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,119,False,0.4911
utility_only,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,119,False,0.3602
balanced,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,119,False,0.5228642857142858
adaptation_heavy,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,119,False,0.532375
adaptation_light,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,119,False,0.48671666666666674
no_coherence,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,119,False,0.40545714285714285
original,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,119,False,0.5201
utility_only,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,119,False,0.443
balanced,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,119,False,0.6817142857142858
adaptation_heavy,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,119,False,0.6750833333333334
adaptation_light,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,119,False,0.6286666666666667
no_coherence,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,119,False,0.5623571428571429
original,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,120,True,0.3667
utility_only,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,120,True,0.3742
balanced,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,120,True,0.3718
adaptation_heavy,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,120,True,0.31059
adaptation_light,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,120,True,0.44664
no_coherence,qwen3.5:27b,qwen,primary_model,core,task3_startup_week,120,True,0.33331
original,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,120,True,0.3934
utility_only,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,120,True,0.3534
balanced,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,120,True,0.42378000000000005
adaptation_heavy,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,120,True,0.35611000000000004
adaptation_light,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,120,True,0.49446
no_coherence,qwen3.5:27b,qwen,primary_model,core,task6_incident_response_week,120,True,0.34437
original,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,120,True,0.4141
utility_only,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,120,True,0.4901
balanced,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,120,True,0.49604
adaptation_heavy,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,120,True,0.421535
adaptation_light,qwen3.5:27b,qwen,primary_model,core,task7_quarterly_headcount_plan,120,True,0.59406
